order_id,order_date,order_time,pizza_id,pizza_name,pizza_category,pizza_size,quantity,unit_price,total_price
11407,2024-01-19,14:34:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11408,2024-04-03,10:38:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
11409,2024-06-02,22:53:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11410,2024-12-07,16:43:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11411,2024-12-28,10:26:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
11412,2024-09-24,18:33:00,P02,Pepperoni,Classic,Medium,4,12.0,48.0
11413,2024-11-29,14:02:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
11414,2024-04-17,21:20:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11415,2024-01-07,10:34:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
11416,2024-09-23,22:31:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
11417,2024-08-01,16:41:00,P01,Margherita,Classic,Small,2,6.8,13.6
11418,2024-03-23,13:53:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11419,2024-07-21,18:12:00,P06,Buffalo Chicken,Chicken,Medium,2,10.5,21.0
11420,2024-12-13,10:14:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11421,2024-05-20,14:42:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11422,2024-02-02,17:54:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
11423,2024-10-14,14:53:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11424,2024-06-24,13:56:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11425,2024-11-13,12:17:00,P15,Truffle Mushroom,Specialty,Large,1,23.75,23.75
11426,2024-08-02,22:01:00,P15,Truffle Mushroom,Specialty,Medium,1,19.0,19.0
11427,2024-11-28,15:58:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11428,2024-01-08,12:31:00,P14,Mexican Green,Specialty,Small,4,8.5,34.0
11429,2024-03-07,12:48:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11430,2024-10-14,18:20:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11431,2024-01-25,14:54:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
11432,2024-12-02,18:32:00,P07,Veggie Garden,Veggie,XL,1,17.25,17.25
11433,2024-10-13,13:22:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11434,2024-08-26,21:24:00,P10,Four Cheese,Cheese,Large,2,15.62,31.24
11435,2024-06-25,21:47:00,P02,Pepperoni,Classic,Medium,3,12.0,36.0
11436,2024-06-06,22:42:00,P01,Margherita,Classic,Small,1,6.8,6.8
11437,2024-08-08,15:26:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
11438,2024-05-10,19:33:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
11439,2024-08-12,11:27:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
11440,2024-05-04,13:37:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
11441,2024-03-20,13:07:00,P15,Truffle Mushroom,Specialty,Large,1,23.75,23.75
11442,2024-10-26,16:45:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
11443,2024-03-24,19:31:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
11444,2024-01-13,22:04:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
11445,2024-06-20,19:52:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11446,2024-02-20,22:40:00,P02,Pepperoni,Classic,Medium,2,12.0,24.0
11447,2024-11-11,22:41:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
11448,2024-09-30,22:14:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
11449,2024-05-27,21:35:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11450,2024-02-06,10:17:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
11451,2024-10-01,12:31:00,P07,Veggie Garden,Veggie,Medium,2,11.5,23.0
11452,2024-04-15,15:40:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11453,2024-05-01,10:53:00,P13,Farmhouse,Specialty,XL,2,26.25,52.5
11454,2024-08-04,13:57:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11455,2024-08-24,15:05:00,P01,Margherita,Classic,Medium,3,8.0,24.0
11456,2024-07-07,11:36:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11457,2024-08-28,22:56:00,P10,Four Cheese,Cheese,Large,2,15.62,31.24
11458,2024-07-03,12:36:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
11459,2024-08-10,12:54:00,P03,Hawaiian,Classic,Large,3,20.0,60.0
11460,2024-02-14,10:14:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
11461,2024-01-05,15:45:00,P05,Chicken Supreme,Chicken,Small,3,14.45,43.35
11462,2024-01-11,21:13:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
11463,2024-02-08,12:54:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11464,2024-02-11,20:29:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
11465,2024-01-05,13:21:00,P15,Truffle Mushroom,Specialty,Large,4,23.75,95.0
11466,2024-07-23,21:50:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11467,2024-07-05,14:24:00,P15,Truffle Mushroom,Specialty,Large,1,23.75,23.75
11468,2024-04-25,14:27:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11469,2024-07-10,18:03:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
11470,2024-08-08,12:22:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11471,2024-01-07,17:51:00,P08,Veggie Supreme,Veggie,Small,1,13.17,13.17
11472,2024-02-21,18:57:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
11473,2024-01-23,12:08:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11474,2024-11-04,13:48:00,P05,Chicken Supreme,Chicken,Small,1,14.45,14.45
11475,2024-02-17,20:17:00,P04,BBQ Chicken,Chicken,Medium,3,13.5,40.5
11476,2024-04-18,16:34:00,P10,Four Cheese,Cheese,Small,2,10.62,21.24
11477,2024-01-31,15:55:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11478,2024-12-20,22:27:00,P11,Cheese Burst,Cheese,Medium,2,16.5,33.0
11479,2024-01-05,15:16:00,P12,Paneer Tikka,Specialty,XL,2,19.5,39.0
11480,2024-07-14,19:26:00,P06,Buffalo Chicken,Chicken,Medium,3,10.5,31.5
11481,2024-05-06,16:22:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
11482,2024-11-26,14:07:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11483,2024-01-08,14:04:00,P08,Veggie Supreme,Veggie,Medium,3,15.5,46.5
11484,2024-07-17,15:35:00,P01,Margherita,Classic,Large,3,10.0,30.0
11485,2024-06-27,11:47:00,P04,BBQ Chicken,Chicken,Large,2,16.88,33.76
11486,2024-01-12,19:54:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
11487,2024-10-08,15:55:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
11488,2024-07-08,15:22:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
11489,2024-09-14,19:13:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11490,2024-03-22,15:56:00,P06,Buffalo Chicken,Chicken,Large,1,13.12,13.12
11491,2024-10-14,12:58:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
11492,2024-01-30,22:39:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11493,2024-01-31,14:44:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
11494,2024-04-11,15:58:00,P01,Margherita,Classic,Medium,3,8.0,24.0
11495,2024-01-28,19:58:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11496,2024-03-01,12:42:00,P10,Four Cheese,Cheese,Large,4,15.62,62.48
11497,2024-09-28,14:43:00,P09,Spinach Feta,Veggie,Medium,4,9.5,38.0
11498,2024-04-22,11:09:00,P06,Buffalo Chicken,Chicken,Small,1,8.92,8.92
11499,2024-01-19,13:28:00,P05,Chicken Supreme,Chicken,Small,1,14.45,14.45
11500,2024-08-04,10:50:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
11501,2024-07-09,22:15:00,P07,Veggie Garden,Veggie,XL,1,17.25,17.25
11502,2024-06-11,13:58:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
11503,2024-10-21,12:08:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11504,2024-08-19,22:49:00,P04,BBQ Chicken,Chicken,Large,4,16.88,67.52
11505,2024-11-04,13:59:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
11506,2024-06-05,14:02:00,P05,Chicken Supreme,Chicken,Large,2,21.25,42.5
11507,2024-11-25,20:16:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
11508,2024-07-18,13:59:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11509,2024-03-08,18:57:00,P09,Spinach Feta,Veggie,Medium,3,9.5,28.5
11510,2024-04-14,14:04:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
11511,2024-05-21,15:15:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
11512,2024-12-08,21:30:00,P10,Four Cheese,Cheese,Large,2,15.62,31.24
11513,2024-06-22,21:40:00,P14,Mexican Green,Specialty,Large,2,12.5,25.0
11514,2024-04-28,12:11:00,P01,Margherita,Classic,Large,2,10.0,20.0
11515,2024-04-18,16:12:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11516,2024-09-14,13:54:00,P01,Margherita,Classic,Small,1,6.8,6.8
11517,2024-12-16,18:20:00,P10,Four Cheese,Cheese,Small,3,10.62,31.86
11518,2024-09-11,17:38:00,P13,Farmhouse,Specialty,Medium,3,17.5,52.5
11519,2024-06-13,22:18:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
11520,2024-02-04,22:37:00,P14,Mexican Green,Specialty,Medium,2,10.0,20.0
11521,2024-03-30,20:35:00,P01,Margherita,Classic,Small,1,6.8,6.8
11522,2024-03-08,12:44:00,P14,Mexican Green,Specialty,XL,1,15.0,15.0
11523,2024-04-20,21:31:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11524,2024-06-23,19:42:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11525,2024-12-28,22:43:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11526,2024-10-20,22:54:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
11527,2024-02-21,12:18:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
11528,2024-02-04,18:58:00,P04,BBQ Chicken,Chicken,Large,2,16.88,33.76
11529,2024-08-06,21:30:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
11530,2024-09-15,12:23:00,P08,Veggie Supreme,Veggie,Medium,2,15.5,31.0
11531,2024-11-03,16:50:00,P04,BBQ Chicken,Chicken,Small,3,11.47,34.41
11532,2024-02-25,12:20:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11533,2024-04-17,14:05:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
11534,2024-08-18,11:17:00,P03,Hawaiian,Classic,Small,2,13.6,27.2
11535,2024-08-04,19:48:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11536,2024-06-26,11:30:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11537,2024-07-10,22:14:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11538,2024-11-09,16:37:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
11539,2024-02-10,20:14:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11540,2024-03-27,12:18:00,P07,Veggie Garden,Veggie,Medium,3,11.5,34.5
11541,2024-01-01,17:48:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
11542,2024-03-15,11:10:00,P02,Pepperoni,Classic,Medium,2,12.0,24.0
11543,2024-08-18,10:11:00,P08,Veggie Supreme,Veggie,Small,2,13.17,26.34
11544,2024-09-16,18:07:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
11545,2024-04-03,22:39:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
11546,2024-12-17,21:34:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
11547,2024-04-04,13:26:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
11548,2024-02-13,17:58:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11549,2024-01-23,16:41:00,P01,Margherita,Classic,Small,1,6.8,6.8
11550,2024-07-04,16:32:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11551,2024-11-28,16:51:00,P14,Mexican Green,Specialty,Medium,3,10.0,30.0
11552,2024-11-11,12:15:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11553,2024-07-07,14:49:00,P12,Paneer Tikka,Specialty,Small,2,11.05,22.1
11554,2024-04-13,21:59:00,P13,Farmhouse,Specialty,Small,1,14.88,14.88
11555,2024-12-10,14:02:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
11556,2024-09-22,16:16:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
11557,2024-06-18,12:24:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11558,2024-07-12,20:45:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
11559,2024-05-02,10:03:00,P12,Paneer Tikka,Specialty,Large,2,16.25,32.5
11560,2024-07-06,19:31:00,P13,Farmhouse,Specialty,Large,2,21.88,43.76
11561,2024-01-29,15:46:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11562,2024-03-17,16:30:00,P03,Hawaiian,Classic,Medium,3,16.0,48.0
11563,2024-11-02,18:35:00,P11,Cheese Burst,Cheese,Large,2,20.62,41.24
11564,2024-09-01,17:30:00,P04,BBQ Chicken,Chicken,Medium,3,13.5,40.5
11565,2024-07-06,12:23:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
11566,2024-06-06,20:48:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
11567,2024-10-22,22:46:00,P10,Four Cheese,Cheese,Medium,3,12.5,37.5
11568,2024-06-23,21:25:00,P02,Pepperoni,Classic,Medium,3,12.0,36.0
11569,2024-02-25,15:20:00,P09,Spinach Feta,Veggie,Small,1,8.07,8.07
11570,2024-09-21,15:46:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
11571,2024-11-16,21:05:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
11572,2024-08-01,12:53:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11573,2024-02-07,10:44:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
11574,2024-04-14,17:30:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11575,2024-05-09,14:30:00,P03,Hawaiian,Classic,Small,2,13.6,27.2
11576,2024-07-12,20:32:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11577,2024-12-06,20:30:00,P01,Margherita,Classic,Medium,2,8.0,16.0
11578,2024-01-26,16:20:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11579,2024-03-20,16:21:00,P09,Spinach Feta,Veggie,Large,1,11.88,11.88
11580,2024-07-17,11:36:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
11581,2024-01-14,17:28:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
11582,2024-12-29,16:37:00,P05,Chicken Supreme,Chicken,Medium,2,17.0,34.0
11583,2024-06-21,15:43:00,P08,Veggie Supreme,Veggie,Medium,3,15.5,46.5
11584,2024-03-21,10:38:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11585,2024-02-04,15:59:00,P15,Truffle Mushroom,Specialty,Small,1,16.15,16.15
11586,2024-08-11,14:02:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11587,2024-12-16,16:08:00,P10,Four Cheese,Cheese,Medium,3,12.5,37.5
11588,2024-03-09,21:14:00,P05,Chicken Supreme,Chicken,Medium,2,17.0,34.0
11589,2024-08-21,20:39:00,P06,Buffalo Chicken,Chicken,Small,1,8.92,8.92
11590,2024-12-03,15:48:00,P10,Four Cheese,Cheese,Small,2,10.62,21.24
11591,2024-02-23,13:20:00,P10,Four Cheese,Cheese,Large,2,15.62,31.24
11592,2024-06-23,19:22:00,P15,Truffle Mushroom,Specialty,Medium,1,19.0,19.0
11593,2024-12-30,15:00:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11594,2024-03-29,15:53:00,P02,Pepperoni,Classic,Large,3,15.0,45.0
11595,2024-12-26,21:57:00,P10,Four Cheese,Cheese,Small,2,10.62,21.24
11596,2024-08-16,20:21:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11597,2024-09-03,18:52:00,P04,BBQ Chicken,Chicken,Small,1,11.47,11.47
11598,2024-11-09,13:15:00,P01,Margherita,Classic,Large,1,10.0,10.0
11599,2024-07-02,22:49:00,P01,Margherita,Classic,Large,1,10.0,10.0
11600,2024-03-30,17:01:00,P13,Farmhouse,Specialty,Medium,2,17.5,35.0
11601,2024-03-14,22:14:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11602,2024-11-24,20:07:00,P04,BBQ Chicken,Chicken,XL,2,20.25,40.5
11603,2024-07-16,13:49:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
11604,2024-12-09,12:25:00,P05,Chicken Supreme,Chicken,Large,1,21.25,21.25
11605,2024-02-05,14:12:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11606,2024-11-03,20:07:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11607,2024-02-26,10:01:00,P01,Margherita,Classic,Large,2,10.0,20.0
11608,2024-03-04,21:51:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11609,2024-09-23,15:31:00,P03,Hawaiian,Classic,Large,2,20.0,40.0
11610,2024-11-27,14:28:00,P08,Veggie Supreme,Veggie,Medium,3,15.5,46.5
11611,2024-07-01,21:21:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11612,2024-05-21,12:04:00,P10,Four Cheese,Cheese,Large,3,15.62,46.86
11613,2024-04-08,18:49:00,P07,Veggie Garden,Veggie,Medium,4,11.5,46.0
11614,2024-04-11,18:57:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11615,2024-03-11,14:17:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
11616,2024-09-22,21:01:00,P10,Four Cheese,Cheese,Medium,3,12.5,37.5
11617,2024-02-29,22:07:00,P15,Truffle Mushroom,Specialty,Medium,3,19.0,57.0
11618,2024-04-28,16:34:00,P10,Four Cheese,Cheese,Large,1,15.62,15.62
11619,2024-11-23,14:32:00,P08,Veggie Supreme,Veggie,XL,1,23.25,23.25
11620,2024-10-29,10:11:00,P11,Cheese Burst,Cheese,Medium,1,16.5,16.5
11621,2024-07-21,13:33:00,P07,Veggie Garden,Veggie,Medium,4,11.5,46.0
11622,2024-03-27,22:02:00,P01,Margherita,Classic,Large,1,10.0,10.0
11623,2024-11-19,18:49:00,P08,Veggie Supreme,Veggie,Large,1,19.38,19.38
11624,2024-02-02,12:03:00,P14,Mexican Green,Specialty,Large,2,12.5,25.0
11625,2024-10-12,15:48:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11626,2024-10-12,17:17:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
11627,2024-05-23,14:05:00,P03,Hawaiian,Classic,Medium,1,16.0,16.0
11628,2024-10-06,12:27:00,P07,Veggie Garden,Veggie,Large,2,14.38,28.76
11629,2024-08-11,18:27:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11630,2024-10-03,17:35:00,P06,Buffalo Chicken,Chicken,Small,2,8.92,17.84
11631,2024-05-03,18:39:00,P11,Cheese Burst,Cheese,Medium,2,16.5,33.0
11632,2024-06-27,10:52:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11633,2024-03-08,19:25:00,P10,Four Cheese,Cheese,XL,1,18.75,18.75
11634,2024-01-03,21:57:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11635,2024-09-21,12:03:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11636,2024-09-18,18:25:00,P03,Hawaiian,Classic,Small,2,13.6,27.2
11637,2024-03-25,15:02:00,P05,Chicken Supreme,Chicken,Medium,2,17.0,34.0
11638,2024-02-04,11:58:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
11639,2024-02-07,10:56:00,P15,Truffle Mushroom,Specialty,Large,1,23.75,23.75
11640,2024-07-21,19:35:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
11641,2024-10-27,21:53:00,P08,Veggie Supreme,Veggie,Medium,2,15.5,31.0
11642,2024-08-30,22:34:00,P12,Paneer Tikka,Specialty,Medium,1,13.0,13.0
11643,2024-12-05,14:33:00,P07,Veggie Garden,Veggie,Large,1,14.38,14.38
11644,2024-07-05,10:52:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11645,2024-10-25,10:18:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11646,2024-09-20,20:07:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
11647,2024-06-01,10:19:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11648,2024-02-07,16:52:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11649,2024-08-22,19:07:00,P12,Paneer Tikka,Specialty,Medium,2,13.0,26.0
11650,2024-12-27,15:42:00,P10,Four Cheese,Cheese,Small,1,10.62,10.62
11651,2024-10-02,10:10:00,P01,Margherita,Classic,Small,1,6.8,6.8
11652,2024-05-23,14:41:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11653,2024-08-11,19:57:00,P03,Hawaiian,Classic,Large,1,20.0,20.0
11654,2024-02-21,14:51:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11655,2024-05-16,12:02:00,P01,Margherita,Classic,Large,1,10.0,10.0
11656,2024-04-04,19:06:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11657,2024-09-14,18:39:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11658,2024-11-27,15:29:00,P04,BBQ Chicken,Chicken,XL,1,20.25,20.25
11659,2024-08-08,18:10:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11660,2024-12-08,10:12:00,P06,Buffalo Chicken,Chicken,Medium,3,10.5,31.5
11661,2024-03-17,15:02:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11662,2024-02-11,16:53:00,P07,Veggie Garden,Veggie,Small,1,9.78,9.78
11663,2024-09-01,12:13:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11664,2024-11-15,13:30:00,P07,Veggie Garden,Veggie,Medium,1,11.5,11.5
11665,2024-05-04,22:26:00,P15,Truffle Mushroom,Specialty,Large,1,23.75,23.75
11666,2024-11-10,10:24:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11667,2024-10-19,11:43:00,P03,Hawaiian,Classic,Medium,2,16.0,32.0
11668,2024-07-21,18:59:00,P14,Mexican Green,Specialty,Small,1,8.5,8.5
11669,2024-11-22,17:02:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11670,2024-06-24,16:26:00,P12,Paneer Tikka,Specialty,Small,2,11.05,22.1
11671,2024-07-11,15:25:00,P05,Chicken Supreme,Chicken,Medium,3,17.0,51.0
11672,2024-11-21,20:41:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
11673,2024-09-24,15:50:00,P13,Farmhouse,Specialty,Medium,1,17.5,17.5
11674,2024-06-14,12:09:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11675,2024-01-09,16:29:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11676,2024-02-21,12:21:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
11677,2024-08-26,18:18:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11678,2024-03-12,15:03:00,P05,Chicken Supreme,Chicken,Medium,2,17.0,34.0
11679,2024-01-05,12:45:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11680,2024-04-30,22:18:00,P10,Four Cheese,Cheese,Medium,1,12.5,12.5
11681,2024-09-18,14:57:00,P04,BBQ Chicken,Chicken,Large,1,16.88,16.88
11682,2024-02-12,17:04:00,P15,Truffle Mushroom,Specialty,Small,2,16.15,32.3
11683,2024-03-12,20:36:00,P09,Spinach Feta,Veggie,Small,1,8.07,8.07
11684,2024-11-09,22:37:00,P12,Paneer Tikka,Specialty,Large,1,16.25,16.25
11685,2024-10-19,11:25:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11686,2024-06-18,15:45:00,P13,Farmhouse,Specialty,Large,1,21.88,21.88
11687,2024-05-30,12:02:00,P14,Mexican Green,Specialty,Large,1,12.5,12.5
11688,2024-09-24,16:46:00,P07,Veggie Garden,Veggie,Small,1,9.78,9.78
11689,2024-05-18,19:51:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11690,2024-08-26,11:56:00,P11,Cheese Burst,Cheese,Large,1,20.62,20.62
11691,2024-07-10,22:56:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
11692,2024-07-16,11:50:00,P07,Veggie Garden,Veggie,Large,2,14.38,28.76
11693,2024-12-22,20:10:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11694,2024-09-09,18:57:00,P02,Pepperoni,Classic,Small,1,10.2,10.2
11695,2024-01-19,11:57:00,P05,Chicken Supreme,Chicken,Medium,1,17.0,17.0
11696,2024-03-12,16:11:00,P01,Margherita,Classic,Medium,1,8.0,8.0
11697,2024-06-17,12:05:00,P01,Margherita,Classic,Large,3,10.0,30.0
11698,2024-05-28,14:25:00,P02,Pepperoni,Classic,Large,1,15.0,15.0
11699,2024-09-04,10:16:00,P14,Mexican Green,Specialty,Medium,1,10.0,10.0
11700,2024-08-14,20:49:00,P08,Veggie Supreme,Veggie,Medium,1,15.5,15.5
11701,2024-04-23,11:35:00,P15,Truffle Mushroom,Specialty,Medium,3,19.0,57.0
11702,2024-11-16,19:30:00,P06,Buffalo Chicken,Chicken,Small,2,8.92,17.84
11703,2024-04-30,14:04:00,P04,BBQ Chicken,Chicken,Medium,1,13.5,13.5
11704,2024-10-23,14:12:00,P07,Veggie Garden,Veggie,Small,1,9.78,9.78
11705,2024-02-14,20:23:00,P06,Buffalo Chicken,Chicken,Medium,1,10.5,10.5
11706,2024-01-27,10:48:00,P02,Pepperoni,Classic,Medium,1,12.0,12.0
11707,2024-12-05,17:02:00,P09,Spinach Feta,Veggie,Medium,2,9.5,19.0
11708,2024-02-18,20:43:00,P03,Hawaiian,Classic,Small,1,13.6,13.6
11709,2024-04-30,18:24:00,P09,Spinach Feta,Veggie,Medium,1,9.5,9.5
11710,2024-08-04,11:13:00,P10,Four Cheese,Cheese,Medium,2,12.5,25.0
11711,2024-03-02,20:26:00,P02,Pepperoni,Classic,Small,2,10.2,20.4
11712,2024-08-27,20:03:00,P01,Margherita,Classic,Large,1,10.0,10.0
11713,2024-08-29,16:10:00,P11,Cheese Burst,Cheese,Small,2,14.03,28.06
11714,2024-08-27,12:24:00,P06,Buffalo Chicken,Chicken,Large,1,13.12,13.12
11715,2024-07-10,16:23:00,P01,Margherita,Classic,Small,3,6.8,20.4
11716,2024-09-21,17:38:00,P15,Truffle Mushroom,Specialty,Large,2,23.75,47.5
